"","UID","SAMPLE_TYPE","TRANSECT","POINT","PARAMETER","RESULT","FLAG","IND","ACTIVE","OPERATION","INSERTION","DEPRECATION","REASON","SITE_ID","SIZE","CHAR","NUM","PARAMRES"
"42508",11803,"BANKW","A","RT","ANGLE","18",NA,211026,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","18",18,18
"42575",11803,"BANKW","H","LF","ANGLE","65",NA,211375,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","65",65,65
"42586",11803,"BANKW","A","LF","ANGLE","20",NA,211025,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","20",20,20
"42812",11803,"BANKW","G","RT","ANGLE","21",NA,211326,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","21",21,21
"42837",11803,"BANKW","B","LF","ANGLE","18",NA,211075,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","18",18,18
"42838",11803,"BANKW","C","LF","ANGLE","9",NA,211125,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","9",9,9
"42868",11803,"BANKW","I","RT","ANGLE","60",NA,211426,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","60",60,60
"42875",11803,"BANKW","K","RT","ANGLE","33",NA,214804,TRUE,"O",2013-10-18,9999-12-31,NA,"XN-LS-4013","LS","33",33,33
"42892",11803,"BANKW","G","LF","ANGLE","82",NA,211325,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","82",82,82
"43085",11803,"BANKW","D","RT","ANGLE","60",NA,211176,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","60",60,60
"43200",11803,"BANKW","B","RT","ANGLE","1",NA,211076,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","1",1,1
"43493",11803,"BANKW","D","LF","ANGLE","12",NA,211175,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","12",12,12
"43497",11803,"BANKW","E","LF","ANGLE","10",NA,211225,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","10",10,10
"43570",11803,"BANKW","C","RT","ANGLE","20",NA,211126,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","20",20,20
"43685",11803,"BANKW","K","LF","ANGLE","8",NA,214803,TRUE,"O",2013-10-18,9999-12-31,NA,"XN-LS-4013","LS","8",8,8
"43707",11803,"BANKW","E","RT","ANGLE","20",NA,211226,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","20",20,20
"43763",11803,"BANKW","J","RT","ANGLE","20",NA,214754,TRUE,"O",2013-10-18,9999-12-31,NA,"XN-LS-4013","LS","20",20,20
"43910",11803,"BANKW","F","LF","ANGLE","19",NA,211275,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","19",19,19
"44016",11803,"BANKW","F","RT","ANGLE","18",NA,211276,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","18",18,18
"44053",11804,"BANKW","E","RT","ANGLE","5",NA,207041,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","5",5,5
"44056",11804,"BANKW","XG","LF","ANGLE","25",NA,207140,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","25",25,25
"44097",11804,"BANKW","A","RT","ANGLE","50",NA,206844,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","50",50,50
"44109",11804,"BANKW","D","LF","ANGLE","40","U",206991,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","40",40,40
"44125",11804,"BANKW","J","RT","ANGLE","10",NA,207289,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","10",10,10
"44136",11804,"BANKW","D","RT","ANGLE","25","U",206992,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","25",25,25
"44141",11804,"BANKW","F","LF","ANGLE","10",NA,207090,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","10",10,10
"44267",11804,"BANKW","E","LF","ANGLE","30",NA,207040,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","30",30,30
"44296",11804,"BANKW","C","LF","ANGLE","20","U",206941,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","20",20,20
"44375",11804,"BANKW","B","LF","ANGLE","15",NA,206891,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","15",15,15
"44447",11804,"BANKW","K","RT","ANGLE","18",NA,207339,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","18",18,18
"44495",11804,"BANKW","A","LF","ANGLE","20",NA,206843,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","20",20,20
"44642",11804,"BANKW","H","RT","ANGLE","10",NA,207189,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","10",10,10
"44740",11804,"BANKW","B","RT","ANGLE","12",NA,206892,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","12",12,12
"44889",11804,"BANKW","I","RT","ANGLE","20",NA,207239,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","20",20,20
"44934",11804,"BANKW","J","LF","ANGLE","15",NA,207288,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","15",15,15
"44976",11804,"BANKW","K","LF","ANGLE","20",NA,207338,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","20",20,20
"44984",11804,"BANKW","C","RT","ANGLE","18","U",206942,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","18",18,18
"45171",11804,"BANKW","XG","RT","ANGLE","15",NA,207141,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","15",15,15
"45211",11804,"BANKW","H","LF","ANGLE","10",NA,207188,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","10",10,10
"45213",11804,"BANKW","F","RT","ANGLE","15",NA,207091,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","15",15,15
"45262",11804,"BANKW","I","LF","ANGLE","12",NA,207238,TRUE,"O",2013-09-30,9999-12-31,NA,"XN-LS-4017","LS","12",12,12
"45519",12362,"BANKW","B","RT","ANGLE","76",NA,221235,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","76",76,76
"45561",12362,"BANKW","B","LF","ANGLE","28",NA,221234,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","28",28,28
"45645",12362,"BANKW","A","RT","ANGLE","42",NA,221185,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","42",42,42
"45727",12362,"BANKW","A","LF","ANGLE","20",NA,221184,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","20",20,20
"46235",12362,"BANKW","G","LF","ANGLE","22",NA,221484,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","22",22,22
"46243",12362,"BANKW","J","RT","ANGLE","32",NA,221635,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","32",32,32
"46349",12362,"BANKW","E","LF","ANGLE","40",NA,221384,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","40",40,40
"46709",12362,"BANKW","D","RT","ANGLE","140",NA,221335,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","140",140,140
"46715",12362,"BANKW","F","RT","ANGLE","24",NA,221435,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","24",24,24
"46720",12362,"BANKW","E","RT","ANGLE","30",NA,221385,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","30",30,30
"46727",12362,"BANKW","H","LF","ANGLE","45",NA,221534,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","45",45,45
"46747",12362,"BANKW","K","RT","ANGLE","16",NA,221685,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","16",16,16
"46804",12362,"BANKW","F","LF","ANGLE","45",NA,221434,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","45",45,45
"46952",12362,"BANKW","J","LF","ANGLE","8",NA,221634,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","8",8,8
"46954",12362,"BANKW","C","LF","ANGLE","136",NA,221284,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","136",136,136
"46962",12362,"BANKW","H","RT","ANGLE","22",NA,221535,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","22",22,22
"46964",12362,"BANKW","C","RT","ANGLE","8",NA,221285,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","8",8,8
"46969",12362,"BANKW","G","RT","ANGLE","36",NA,221485,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","36",36,36
"47043",12362,"BANKW","K","LF","ANGLE","130",NA,221684,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","130",130,130
"47056",12362,"BANKW","D","LF","ANGLE","18",NA,221334,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","18",18,18
"47060",12362,"BANKW","I","LF","ANGLE","40",NA,221584,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","40",40,40
"47067",12362,"BANKW","I","RT","ANGLE","38",NA,221585,TRUE,"O",2013-10-21,9999-12-31,NA,"SU-LS-8325","LS","38",38,38
"47098",12363,"BANKW","J","RT","ANGLE","5",NA,229299,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","5",5,5
"47103",12363,"BANKW","I","RT","ANGLE","3","F1",229250,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","3",3,3
"47122",12363,"BANKW","K","RT","ANGLE","30","F1",229348,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","30",30,30
"47270",12363,"BANKW","G","LF","ANGLE","0",NA,229150,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","0",0,0
"47299",12363,"BANKW","F","LF","ANGLE","10",NA,229100,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","10",10,10
"47377",12363,"BANKW","D","LF","ANGLE","0",NA,229003,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","0",0,0
"47386",12363,"BANKW","E","RT","ANGLE","20",NA,229051,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","20",20,20
"47406",12363,"BANKW","J","LF","ANGLE","28",NA,229298,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","28",28,28
"47621",12363,"BANKW","C","RT","ANGLE","5",NA,228954,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","5",5,5
"47636",12363,"BANKW","F","RT","ANGLE","10",NA,229101,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","10",10,10
"47643",12363,"BANKW","H","RT","ANGLE","20",NA,229201,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","20",20,20
"47859",12363,"BANKW","A","LF","ANGLE","5",NA,228855,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","5",5,5
"47884",12363,"BANKW","G","RT","ANGLE","5",NA,229151,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","5",5,5
"47888",12363,"BANKW","H","LF","ANGLE","10",NA,229200,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","10",10,10
"47983",12363,"BANKW","B","LF","ANGLE","3",NA,228905,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","3",3,3
"48224",12363,"BANKW","A","RT","ANGLE","5",NA,228856,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","5",5,5
"48358",12363,"BANKW","E","LF","ANGLE","0",NA,229050,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","0",0,0
"48595",12363,"BANKW","B","RT","ANGLE","5",NA,228906,TRUE,"O",2013-10-23,9999-12-31,NA,"TP-LS-8228","LS","5",5,5
"48861",12364,"BANKW","C","RT","ANGLE","22",NA,227307,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","22",22,22
"48953",12364,"BANKW","C","LF","ANGLE","3",NA,227306,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","3",3,3
"48978",12364,"BANKW","I","LF","ANGLE","6",NA,227606,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","6",6,6
"49088",12364,"BANKW","J","LF","ANGLE","9",NA,227656,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","9",9,9
"49213",12364,"BANKW","H","LF","ANGLE","8",NA,227556,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","8",8,8
"49322",12364,"BANKW","D","RT","ANGLE","16",NA,227357,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","16",16,16
"49348",12364,"BANKW","K","RT","ANGLE","5",NA,227707,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","5",5,5
"49426",12364,"BANKW","A","RT","ANGLE","14",NA,227207,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","14",14,14
"49914",12364,"BANKW","A","LF","ANGLE","10",NA,227206,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","10",10,10
"49955",12364,"BANKW","K","LF","ANGLE","12",NA,227706,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","12",12,12
"50043",12364,"BANKW","B","LF","ANGLE","12",NA,227256,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","12",12,12
"50063",12364,"BANKW","G","RT","ANGLE","12",NA,227507,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","12",12,12
"50071",12364,"BANKW","I","RT","ANGLE","12",NA,227607,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","12",12,12
"50202",12364,"BANKW","J","RT","ANGLE","6",NA,227657,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","6",6,6
"50260",12364,"BANKW","G","LF","ANGLE","10",NA,227506,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","10",10,10
"50290",12364,"BANKW","B","RT","ANGLE","24",NA,227257,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","24",24,24
"50342",12364,"BANKW","F","RT","ANGLE","26",NA,227457,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","26",26,26
"50383",12364,"BANKW","F","LF","ANGLE","15",NA,227456,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","15",15,15
"50395",12364,"BANKW","H","RT","ANGLE","5",NA,227557,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","5",5,5
"50415",12364,"BANKW","D","LF","ANGLE","10",NA,227356,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","10",10,10
"50463",12364,"BANKW","E","RT","ANGLE","8",NA,227407,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","8",8,8
"50501",12364,"BANKW","E","LF","ANGLE","15",NA,227406,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-LS-8323","LS","15",15,15
"50783",12365,"BANKW","E","RT","ANGLE","18",NA,220285,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","18",18,18
"50807",12365,"BANKW","J","RT","ANGLE","8",NA,220535,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","8",8,8
"50811",12365,"BANKW","I","RT","ANGLE","18",NA,220485,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","18",18,18
"50827",12365,"BANKW","E","LF","ANGLE","24",NA,220284,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","24",24,24
"51099",12365,"BANKW","K","RT","ANGLE","30",NA,220585,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","30",30,30
"51104",12365,"BANKW","C","RT","ANGLE","20",NA,220185,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","20",20,20
"51152",12365,"BANKW","D","RT","ANGLE","8",NA,220235,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","8",8,8
"51428",12365,"BANKW","C","LF","ANGLE","8",NA,220184,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","8",8,8
"51437",12365,"BANKW","D","LF","ANGLE","14",NA,220234,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","14",14,14
"51446",12365,"BANKW","G","LF","ANGLE","0",NA,220384,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","0",0,0
"51463",12365,"BANKW","K","LF","ANGLE","20",NA,220584,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","20",20,20
"51579",12365,"BANKW","J","LF","ANGLE","8",NA,220534,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","8",8,8
"51690",12365,"BANKW","G","RT","ANGLE","0",NA,220385,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","0",0,0
"51789",12365,"BANKW","A","RT","ANGLE","4",NA,219538,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","4",4,4
"51909",12365,"BANKW","B","RT","ANGLE","24",NA,219588,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","24",24,24
"51914",12365,"BANKW","A","LF","ANGLE","16",NA,219537,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","16",16,16
"51938",12365,"BANKW","H","RT","ANGLE","20",NA,220435,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","20",20,20
"52066",12365,"BANKW","I","LF","ANGLE","18",NA,220484,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","18",18,18
"52092",12365,"BANKW","F","LF","ANGLE","22",NA,220334,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","22",22,22
"52096",12365,"BANKW","F","RT","ANGLE","6",NA,220335,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","6",6,6
"52243",12365,"BANKW","H","LF","ANGLE","10",NA,220434,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","10",10,10
"52277",12365,"BANKW","B","LF","ANGLE","18",NA,219587,TRUE,"O",2013-10-21,9999-12-31,NA,"EL-SS-8132","SS","18",18,18
"52481",12366,"BANKW","F","LF","ANGLE","18",NA,218590,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","18",18,18
"52639",12366,"BANKW","K","RT","ANGLE","6",NA,218841,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","6",6,6
"52685",12366,"BANKW","D","LF","ANGLE","14",NA,218490,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","14",14,14
"52889",12366,"BANKW","B","RT","ANGLE","8",NA,218391,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","8",8,8
"52977",12366,"BANKW","E","LF","ANGLE","5",NA,218540,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","5",5,5
"53085",12366,"BANKW","A","RT","ANGLE","22",NA,218341,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","22",22,22
"53086",12366,"BANKW","A","LF","ANGLE","12",NA,218340,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","12",12,12
"53096",12366,"BANKW","C","LF","ANGLE","10",NA,218440,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","10",10,10
"53113",12366,"BANKW","H","LF","ANGLE","20",NA,218690,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","20",20,20
"53126",12366,"BANKW","K","LF","ANGLE","12",NA,218840,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","12",12,12
"53216",12366,"BANKW","C","RT","ANGLE","2",NA,218441,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","2",2,2
"53246",12366,"BANKW","J","LF","ANGLE","24",NA,218790,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","24",24,24
"53353",12366,"BANKW","G","RT","ANGLE","12",NA,218641,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","12",12,12
"53488",12366,"BANKW","I","LF","ANGLE","26",NA,218740,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","26",26,26
"53577",12366,"BANKW","B","LF","ANGLE","28",NA,218390,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","28",28,28
"53594",12366,"BANKW","E","RT","ANGLE","10",NA,218541,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","10",10,10
"53606",12366,"BANKW","I","RT","ANGLE","8",NA,218741,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","8",8,8
"53731",12366,"BANKW","H","RT","ANGLE","4",NA,218691,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","4",4,4
"53733",12366,"BANKW","J","RT","ANGLE","4",NA,218791,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","4",4,4
"53755",12366,"BANKW","D","RT","ANGLE","4",NA,218491,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","4",4,4
"53844",12366,"BANKW","F","RT","ANGLE","20",NA,218591,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","20",20,20
"54085",12366,"BANKW","G","LF","ANGLE","18",NA,218640,TRUE,"O",2013-10-18,9999-12-31,NA,"AR-SS-8006","SS","18",18,18
"54229",12367,"BANKW","J","LF","ANGLE","28",NA,219438,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","28",28,28
"54234",12367,"BANKW","I","LF","ANGLE","40",NA,219388,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","40",40,40
"54263",12367,"BANKW","D","LF","ANGLE","130",NA,219090,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","130",130,130
"54284",12367,"BANKW","J","RT","ANGLE","24",NA,219439,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","24",24,24
"54494",12367,"BANKW","C","RT","ANGLE","20",NA,218991,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","20",20,20
"54526",12367,"BANKW","I","RT","ANGLE","120",NA,219389,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","120",120,120
"54596",12367,"BANKW","H","RT","ANGLE","80",NA,219340,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","80",80,80
"54611",12367,"BANKW","XC","LF","ANGLE","40",NA,219040,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","40",40,40
"54612",12367,"BANKW","C","LF","ANGLE","120",NA,218990,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","120",120,120
"54735",12367,"BANKW","B","RT","ANGLE","15",NA,218941,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","15",15,15
"54883",12367,"BANKW","XG","RT","ANGLE","74",NA,219290,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","74",74,74
"54972",12367,"BANKW","B","LF","ANGLE","50",NA,218940,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","50",50,50
"55248",12367,"BANKW","XG","LF","ANGLE","38",NA,219289,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","38",38,38
"55592",12367,"BANKW","XC","RT","ANGLE","10",NA,219041,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","10",10,10
"55719",12367,"BANKW","D","RT","ANGLE","20",NA,219091,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","20",20,20
"55813",12367,"BANKW","H","LF","ANGLE","40",NA,219339,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","40",40,40
"55888",12367,"BANKW","E","RT","ANGLE","24",NA,219191,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","24",24,24
"55935",12367,"BANKW","F","LF","ANGLE","-2","F2",219239,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","-2",-2,-2
"55945",12367,"BANKW","A","LF","ANGLE","24",NA,218890,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","24",24,24
"55993",12367,"BANKW","K","RT","ANGLE","30",NA,219488,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","30",30,30
"56060",12367,"BANKW","F","RT","ANGLE","88","F2",219240,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","88",88,88
"56095",12367,"BANKW","E","LF","ANGLE","30",NA,219190,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","30",30,30
"56147",12367,"BANKW","K","LF","ANGLE","18",NA,219487,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","18",18,18
"56237",12367,"BANKW","XD","RT","ANGLE","26",NA,219141,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","26",26,26
"56246",12367,"BANKW","XD","LF","ANGLE","18",NA,219140,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","18",18,18
"56270",12367,"BANKW","A","RT","ANGLE","18",NA,218891,TRUE,"O",2013-10-18,9999-12-31,NA,"EL-LS-8130","LS","18",18,18
"56291",12368,"BANKW","D","LF","ANGLE","20",NA,230093,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-SS-8344","SS","20",20,20
"56390",12368,"BANKW","A","RT","ANGLE","12",NA,229944,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-SS-8344","SS","12",12,12
"56541",12368,"BANKW","A","LF","ANGLE","14",NA,229943,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-SS-8344","SS","14",14,14
"56544",12368,"BANKW","B","LF","ANGLE","16",NA,229993,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-SS-8344","SS","16",16,16
"56547",12368,"BANKW","D","RT","ANGLE","28",NA,230094,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-SS-8344","SS","28",28,28
"56554",12368,"BANKW","E","RT","ANGLE","112.0",NA,230144,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-SS-8344","SS","112.0",112,112
"56795",12368,"BANKW","E","LF","ANGLE","16",NA,230143,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-SS-8344","SS","16",16,16
"56807",12368,"BANKW","F","LF","ANGLE","6",NA,230193,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-SS-8344","SS","6",6,6
"56829",12368,"BANKW","K","RT","ANGLE","20",NA,230444,TRUE,"O",2013-10-23,9999-12-31,NA,"SU-SS-8344","SS","20",20,20
